sentence,sentiment,topic,split,source,processed_text
nội dung thi liên quan quá ít đến khoảng thời gian học trong lớp .,negative,training_program,test,UIT-VSFC,nội_dung thi liên_quan quá ít khoảng thời_gian học lớp
chấm điểm hơi khó .,negative,lecturer,test,UIT-VSFC,chấm điểm hơi khó
sửa bài chữ nhỏ quá .,negative,lecturer,test,UIT-VSFC,sửa bài chữ nhỏ quá
giáo viên nhiệt tình nhưng dạy khó hiểu quá .,negative,lecturer,test,UIT-VSFC,giáo_viên nhiệt_tình dạy khó hiểu quá
"giáo viên nghỉ không thông báo nhiều lần , ảnh hưởng tới thời gian và công sức của sinh viên .",negative,lecturer,test,UIT-VSFC,giáo_viên nghỉ không thông_báo nhiều lần ảnh_hưởng tới thời_gian công_sức sinh_viên
bài tập phong phú và đa dạng giúp sinh viên có thể nắm được kiến thức .,positive,training_program,test,UIT-VSFC,bài_tập phong_phú đa_dạng giúp sinh_viên_thể nắm kiến_thức
thầy thường xuyên trả lời trễ không trả lời mail của sinh viên .,negative,lecturer,test,UIT-VSFC,thầy thường_xuyên trả_lời trễ không trả_lời mail sinh_viên
cần bài tập có lời giải .,negative,training_program,test,UIT-VSFC,cần bài_tập lời_giải
cô dạy rất hay và vui .,positive,lecturer,test,UIT-VSFC,cô dạy vui
không đáp ứng đủ số buổi học .,negative,lecturer,test,UIT-VSFC,không đáp_ứng đủ số buổi học
theo em môn này nên chuyển sang hình thức đồ án cuối kỳ thay vì thi cuối kỳ thì sẽ hợp lý và hiệu quả hơn .,negative,training_program,test,UIT-VSFC,môn chuyển sang hình_thức đồ_án cuối kỳ thay thi cuối kỳ hợp_lý hiệu_quả hơn
giáo viên cần nhiệt tình hơn trong giảng dạy và giờ nên lớp .,negative,lecturer,test,UIT-VSFC,giáo_viên cần nhiệt_tình hơn giảng_dạy giờ lớp
"giảng không tận tình , chỉ ngồi một chỗ và nói và đọc slide .",negative,lecturer,test,UIT-VSFC,giảng không tận_tình ngồi chỗ nói đọc slide
"giáo viên rất nhiệt tình trong quá trình giảng dạy , sử dụng thời gian rất hợp lý , diễn đạt hay nêu ví dụ .",positive,lecturer,test,UIT-VSFC,giáo_viên nhiệt_tình quá_trình giảng_dạy sử_dụng thời_gian hợp_lý diễn_đạt nêu ví_dụ
nên cụ thể hóa trong ví dụ .,negative,training_program,test,UIT-VSFC,cụ_thể hóa ví_dụ
cách sửa bài tập còn sơ sài .,negative,lecturer,test,UIT-VSFC,cách sửa bài_tập còn sơ_sài
"chưa học kiểm thử , bắt làm test thì sao mà làm ?",negative,lecturer,test,UIT-VSFC,chưa học kiểm_thử bắt làm test sao làm
nên có các bài tập bắt buộc doubledot cá nhân doubledot nắm sát được tiến độ và khả năng của từng sinh viên nhóm doubledot đánh giá và hình thành kỹ năng làm việc nhóm đôi khi do không bắt buộc các bài tập nhóm và các bài tập thuyết trình mà các bạn sinh viên thụ động !,negative,training_program,test,UIT-VSFC,bài_tập bắt_buộc doubledot cá_nhân doubledot nắm sát tiến_độ khả_năng từng sinh_viên nhóm doubledot đánh_giá hình_thành kỹ_năng làm nhóm đôi do không bắt_buộc bài_tập nhóm bài_tập thuyết_trình sinh_viên thụ_động
tại sao trong quá trình học không có một buổi tham quan một công ty đang làm về oracal hiệu quả sẽ cao hơn .,negative,training_program,test,UIT-VSFC,sao quá_trình học không buổi tham_quan công_ty làm oracal hiệu_quả cao hơn
thực hành đi trước lý thuyết nên gây ra một số khó khăn cho sinh viên .,negative,training_program,test,UIT-VSFC,thực_hành đi lý_thuyết gây số khó_khăn sinh_viên
"tận tâm , hay .",positive,lecturer,test,UIT-VSFC,tận tâm
"dạy nhiệt tình , nói tiếng anh chuẩn .",positive,lecturer,test,UIT-VSFC,dạy nhiệt_tình nói tiếng anh chuẩn
giảng bài hơi khó hiểu với lại quá nhanh .,negative,lecturer,test,UIT-VSFC,giảng bài hơi khó hiểu quá nhanh
giảng viên nhiệt tình dạy dễ hiểu .,positive,lecturer,test,UIT-VSFC,giảng_viên nhiệt_tình dạy dễ hiểu
nhưng đi thực hành mà giảng viên hoàn toàn không giảng dạy hay tiếp xúc gì với sinh viên cả thì không giống gì cái lớp học cho lắm .,negative,lecturer,test,UIT-VSFC,đi thực_hành giảng_viên hoàn_toàn không giảng_dạy tiếp_xúc gì sinh_viên cả không giống gì cái lớp_học lắm
cô cực kỳ dễ thương luôn .,positive,lecturer,test,UIT-VSFC,cô cực_kỳ dễ_thương luôn
"em cực kỳ thích thầy wzjwz240 , thầy tận tâm , thương học sinh , thầy  là số một .",positive,lecturer,test,UIT-VSFC,cực_kỳ thích thầy wzjwz240 thầy tận tâm_thương học_sinh thầy số
nên chọn thầy dạy thực hành phù hợp hơn và có thể truyền đạt kiến thức tốt hơn .,negative,lecturer,test,UIT-VSFC,chọn thầy dạy thực_hành phù_hợp hơn_thể truyền_đạt kiến_thức tốt hơn
đề thi quá dài .,negative,training_program,test,UIT-VSFC,đề thi quá dài
"cô dạy rất nhiệt tình , đầy đủ các phương pháp .",positive,lecturer,test,UIT-VSFC,cô dạy nhiệt_tình đầy_đủ phương_pháp
nghiêm khắc hơn đối với sinh viên .,negative,lecturer,test,UIT-VSFC,nghiêm_khắc hơn đối_sinh_viên
"hoạt động về bài giảng trên lớp , bỗ trợ lại một phần kiến thức về mặt lý thuyết rất hữu ích cho sinh viên , cách giảng dạy rất ok .",positive,lecturer,test,UIT-VSFC,hoạt_động bài giảng lớp bỗ trợ_phần kiến_thức mặt lý_thuyết_hữu_ích sinh_viên cách giảng_dạy ok
nâng cao chất lượng giảng viên và trang thiết bị hỗ trợ .,negative,lecturer,test,UIT-VSFC,nâng cao chất_lượng giảng_viên trang_thiết hỗ_trợ
cô hoàng toàn không dùng courses hay các phương tiện liên lạc thông báo .,positive,lecturer,test,UIT-VSFC,cô hoàng_toàn không dùng courses phương_tiện liên_lạc thông_báo
cách cô giảng rất nhiệt tình .,positive,lecturer,test,UIT-VSFC,cách cô giảng nhiệt_tình
"đề nghị bỏ phần thì lý thuyết vào cuối kỳ , chỉ lấy 2 cột điểm seminar giữa kỳ và đồ án cuối kỳ .",negative,training_program,test,UIT-VSFC,đề_nghị bỏ phần lý_thuyết cuối kỳ lấy 2 cột điểm seminar giữa kỳ đồ_án cuối kỳ
thầy cho nghỉ hơi nhiều tiết .,negative,lecturer,test,UIT-VSFC,thầy nghỉ hơi nhiều tiết
thầy cô cần cho thêm bài tập tài liệu về nhà cho sinh viên rèn luyện cùng với đó là cho thêm nhiều bài nghe bổ ích tăng khả năng nghe nói tiếng anh của sinh viên .,negative,lecturer,test,UIT-VSFC,thầy cô cần thêm bài_tập tài_liệu nhà sinh_viên rèn_luyện thêm nhiều bài nghe bổ_ích tăng khả_năng nghe nói tiếng anh sinh_viên
"vui vẻ , nhiệt huyết .",positive,lecturer,test,UIT-VSFC,vui_vẻ nhiệt_huyết
"thiết nghĩ giảng viên đứng lớp lý thuyết phải có kỹ năng sư phạm nhất định khả năng truyền đạt , cách hướng dẫn sinh viên , tuy nhiên tại lớp này giảng viên không làm được điều đó .",negative,lecturer,test,UIT-VSFC,thiết_nghĩ giảng_viên đứng_lớp lý_thuyết phải kỹ_năng sư_phạm nhất_định khả_năng truyền_đạt cách hướng_dẫn sinh_viên tuy_nhiên lớp giảng_viên không làm điều
"bài tập rất hay và thiết thực , cho sinh viên nhiều lựa chọn .",positive,training_program,test,UIT-VSFC,bài_tập thiết_thực sinh_viên nhiều lựa_chọn
"hay nghỉ nhiều buổi , đôi khi lại không có thông báo trước .",negative,lecturer,test,UIT-VSFC,nghỉ nhiều buổi đôi không thông_báo
nên tăng thời lượng môn học vì chương trình học còn khá nặng đối với sinh viên học lần đầu .,negative,training_program,test,UIT-VSFC,tăng thời_lượng môn_học chương_trình học còn khá nặng_đối sinh_viên học lần đầu
thầy vui tính và nhiệt tình giảng dạy .,positive,lecturer,test,UIT-VSFC,thầy vui_tính nhiệt_tình giảng_dạy
"chỉ có thầy wzjwz320 dạy , em cảm thấy học và thi không ăn nhập gì với nhau .",negative,lecturer,test,UIT-VSFC,thầy wzjwz320 dạy cảm_thấy học thi không ăn_nhập gì nhau
"cô rất nhiệt tình , hướng dẫn những chỗ khó hiểu và cho bài tập phù hợp với kiến thức đã học .",positive,lecturer,test,UIT-VSFC,cô nhiệt_tình hướng_dẫn chỗ khó hiểu bài_tập phù_hợp kiến_thức học
cho nhiều ví dụ và chỉ rõ hơn .,negative,lecturer,test,UIT-VSFC,nhiều ví_dụ rõ hơn
"tận tâm , nghiêm khắc .",positive,lecturer,test,UIT-VSFC,tận_tâm nghiêm_khắc
nó thật sự ảnh hưởng quá nhiều đến chất lượng học môn này của em .,negative,lecturer,test,UIT-VSFC,nó thật_sự ảnh_hưởng quá nhiều chất_lượng học môn
nhiệt tình trong công tác giảng dạy .,positive,lecturer,test,UIT-VSFC,nhiệt_tình công_tác giảng_dạy
nếu có hướng dẫn cũng là lý thuyết suông khó áp dụng .,negative,training_program,test,UIT-VSFC,hướng_dẫn lý_thuyết_suông khó áp_dụng
kêu thầy hướng dẫn mà không chịu chỉ .,negative,lecturer,test,UIT-VSFC,kêu thầy hướng_dẫn không chịu
"thầy rất tận tình , nhiệt tình chỉ lại những gì sinh viên còn vướng mắc , truyền đạt kiến thức rất hiệu quả , rất ok !",positive,lecturer,test,UIT-VSFC,thầy tận_tình nhiệt_tình gì sinh_viên còn vướng_mắc truyền_đạt kiến_thức hiệu_quả ok
kinh mong nhà trường làm rõ việc này và đảm bảo công bằng cho sinh viên !,negative,training_program,test,UIT-VSFC,kinh_mong nhà_trường làm rõ đảm_bảo công_bằng sinh_viên
thời gian học .,neutral,training_program,test,UIT-VSFC,thời_gian học
nhiệt tình và thân thiện .,positive,lecturer,test,UIT-VSFC,nhiệt_tình thân_thiện
cô giáo rất nhiệt tình !,positive,lecturer,test,UIT-VSFC,cô_giáo nhiệt_tình
em mong là có phần khảo sát môn học ở giữa kỳ chứ cuối kỳ thì môn học đã qua đi rồi .,negative,others,test,UIT-VSFC,mong phần khảo_sát môn_học giữa kỳ chứ cuối kỳ môn_học đi rồi
giảng viên giàu kinh nghiệm sư phạm .,positive,lecturer,test,UIT-VSFC,giảng_viên giàu kinh_nghiệm sư_phạm
giúp đỡ học sinh các bài khó .,positive,lecturer,test,UIT-VSFC,giúp_đỡ học_sinh bài khó
"cần tăng những kỹ năng nghe , nói , đọc , viết , tạo môi trường để giao tiếp anh văn hiệu quả .",negative,training_program,test,UIT-VSFC,cần tăng kỹ_năng nghe nói đọc viết tạo môi_trường giao_tiếp anh văn_hiệu_quả
"thực hành hình thức 2 tỏ ra kém hiệu quả , chủ yếu cho cái đồ án môn học rồi sinh viên tự mày mò mà làm , thời gian để sinh viên và giáo viên tương tác không có vì một hai buổi gặp sinh viên không thể giúp sinh viên được nhiều , vì đồ án chỉ tập trung vào một chủ đề nào đó trong môn học nên tổng quan lại là sinh viên chỉ nắm được kiến thức phần được làm , không nắm được các nội dung khác trong nội dung học .",negative,training_program,test,UIT-VSFC,thực_hành hình_thức 2 tỏ kém hiệu_quả chủ_yếu cái đồ_án môn_học rồi sinh_viên tự mày_mò làm thời_gian sinh_viên giáo_viên tương_tác không hai buổi gặp sinh_viên không_thể giúp sinh_viên nhiều đồ_án tập_trung chủ_đề nào môn_học tổng_quan sinh_viên nắm kiến_thức phần làm không nắm nội_dung khác nội_dung học
tiến độ dạy hơi nhanh .,negative,training_program,test,UIT-VSFC,tiến_độ dạy hơi nhanh
môn này em không đươc học với cô wzjwz160 .,negative,others,test,UIT-VSFC,môn không đươc học cô wzjwz160
cách diễn đạt đôi lúc còn khó hiểu .,negative,training_program,test,UIT-VSFC,cách diễn_đạt đôi_lúc còn khó hiểu
"em nghĩ nếu môn học dạy kiến thức nền tảng áp dụng lập trình trên nhiều nền tảng khác nhau , không đơn thuần chỉ là j2e thì tốt quá !",negative,training_program,test,UIT-VSFC,nghĩ môn_học dạy kiến_thức nền_tảng áp_dụng lập_trình nhiều nền_tảng khác nhau không đơn_thuần j2e tốt quá
"hay giải theo cách của mình , chưa giải thích được nhiều thắc mắc của sinh viên .",positive,lecturer,test,UIT-VSFC,giải cách mình chưa giải_thích nhiều thắc_mắc sinh_viên
"thiếu nhiệt tình với sinh viên , phần lớn lên lớp đưa đề cho sinh viên tự làm và không có gợi ý cũng như tạo điều kiện tốt nhất cho sinh viên .",negative,lecturer,test,UIT-VSFC,thiếu nhiệt_tình sinh_viên phần_lớn lên lớp đưa đề sinh_viên tự làm không gợi_ý tạo điều_kiện tốt nhất sinh_viên
đề nghị tăng tiết học cho môn này .,negative,training_program,test,UIT-VSFC,đề_nghị tăng tiết_học môn
giảng còn dài .,negative,lecturer,test,UIT-VSFC,giảng còn dài
cần cho thêm nhiều bài tập kết hợp hướng dẫn để sinh viên tham khảo .,negative,lecturer,test,UIT-VSFC,cần thêm nhiều bài_tập_kết_hợp hướng_dẫn sinh_viên tham_khảo
giảng viên liên tục bỏ buổi dạy mà không có lý do .,negative,lecturer,test,UIT-VSFC,giảng_viên liên_tục bỏ buổi dạy không lý_do
"cô dạy rất nhiệt tình , được làm bài tập ở lớp nhiều , cô sửa và chỉ dẫn tận tình , tạo không khí học tập thoải mái .",positive,lecturer,test,UIT-VSFC,cô dạy nhiệt_tình làm bài_tập lớp nhiều cô sửa dẫn tận_tình_tạo không_khí học_tập thoải_mái
bài tập thực hành sát với lý thuyết .,positive,training_program,test,UIT-VSFC,bài_tập thực_hành sát lý_thuyết
"giảng viên giảng bài khó nghe , ít tương tác .",negative,lecturer,test,UIT-VSFC,giảng_viên giảng_bài khó nghe ít tương_tác
"không có , giáo viên dạy rất ổn !",positive,lecturer,test,UIT-VSFC,không giáo_viên dạy ổn
"thầy quan tâm , hỗ trợ nhiều .",positive,lecturer,test,UIT-VSFC,thầy quan_tâm hỗ_trợ nhiều
nên hướng dẫn cách thực hiện .,negative,lecturer,test,UIT-VSFC,hướng_dẫn cách thực_hiện
nội dung môn học hay và bổ ích cho công việc sau này .,positive,training_program,test,UIT-VSFC,nội_dung môn_học bổ_ích công
phải làm bảng đánh giá kỹ lưỡng về việc học nhóm ngoài giờ học làm tụi em cảm thấy không thoải mái khi học nhóm .,negative,lecturer,test,UIT-VSFC,phải làm bảng đánh_giá kỹ_lưỡng học nhóm ngoài giờ học làm tụi cảm_thấy không thoải_mái học nhóm
mong cô luôn giữ được phong độ đó .,positive,lecturer,test,UIT-VSFC,mong cô luôn giữ phong_độ
